WTA,Location,Tournament,Date,Tier,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,Wsets,Lsets,Comment,B365W,B365L,FavRank,FavOdd,GapRank,GapOdd,TotalSets,TotalWgames,TotalLgames,TotalGames,SumOdd,SumRank,Month
5,Melbourne,Australian Open,2007-01-17,Grand Slam,Outdoor,Hard,2nd Round,3,Srebotnik K.,Benesova I.,22.0,84.0,875.0,324.25,7.0,6.0,6.0,7.0,6.0,1.0,2.0,1.0,Completed,1.39,2.75,0.0,0.0,62.0,1.36,3.0,19.0,14.0,33.0,4.14,106.0,1
5,Melbourne,Australian Open,2007-01-17,Grand Slam,Outdoor,Hard,2nd Round,3,Vaidisova N.,Sequera M.,12.0,95.0,1428.0,295.25,6.0,2.0,6.0,1.0,,,2.0,0.0,Completed,1.05,8.5,0.0,0.0,83.0,7.45,2.0,12.0,3.0,15.0,9.55,107.0,1
5,Melbourne,Australian Open,2007-01-18,Grand Slam,Outdoor,Hard,2nd Round,3,Hingis M.,Kudryavtseva A.,7.0,134.0,2063.0,212.25,6.0,2.0,6.0,2.0,,,2.0,0.0,Completed,1.02,12.0,0.0,0.0,127.0,10.98,2.0,12.0,4.0,16.0,13.02,141.0,1
5,Melbourne,Australian Open,2007-01-18,Grand Slam,Outdoor,Hard,2nd Round,3,Zvonareva V.,Paszek T.,24.0,187.0,794.0,143.75,6.0,1.0,6.0,3.0,,,2.0,0.0,Completed,1.28,3.5,0.0,0.0,163.0,2.22,2.0,12.0,4.0,16.0,4.78,211.0,1
5,Melbourne,Australian Open,2007-01-18,Grand Slam,Outdoor,Hard,2nd Round,3,Garbin T.,Voracova R.,33.0,158.0,582.75,176.5,6.0,1.0,7.0,5.0,,,2.0,0.0,Completed,1.33,3.25,0.0,0.0,125.0,1.92,2.0,13.0,6.0,19.0,4.58,191.0,1
5,Melbourne,Australian Open,2007-01-18,Grand Slam,Outdoor,Hard,2nd Round,3,Bondarenko A.,Razzano V.,34.0,78.0,576.75,344.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,1.72,2.0,0.0,0.0,44.0,0.28,2.0,12.0,7.0,19.0,3.72,112.0,1
5,Melbourne,Australian Open,2007-01-18,Grand Slam,Outdoor,Hard,2nd Round,3,Chakvetadze A.,Granville L.,13.0,72.0,1258.0,363.5,6.0,2.0,5.0,7.0,6.0,1.0,2.0,1.0,Completed,1.14,5.0,0.0,0.0,59.0,3.86,3.0,17.0,10.0,27.0,6.14,85.0,1
5,Melbourne,Australian Open,2007-01-18,Grand Slam,Outdoor,Hard,2nd Round,3,Hantuchova D.,Loit E.,18.0,46.0,944.0,447.5,4.0,6.0,6.0,3.0,6.0,4.0,2.0,1.0,Completed,1.33,3.25,0.0,0.0,28.0,1.92,3.0,16.0,13.0,29.0,4.58,64.0,1
5,Melbourne,Australian Open,2007-01-18,Grand Slam,Outdoor,Hard,2nd Round,3,Harkleroad A.,Groenefeld A.L.,88.0,19.0,317.0,922.0,6.0,2.0,6.0,2.0,,,2.0,0.0,Completed,2.2,1.61,1.0,1.0,69.0,0.5900000000000001,2.0,12.0,4.0,16.0,3.810000000000001,107.0,1
5,Melbourne,Australian Open,2007-01-18,Grand Slam,Outdoor,Hard,2nd Round,3,Li N.,Dominguez Lino L.,16.0,56.0,968.0,421.75,6.0,0.0,6.0,2.0,,,2.0,0.0,Completed,1.11,6.0,0.0,0.0,40.0,4.89,2.0,12.0,2.0,14.0,7.11,72.0,1
5,Melbourne,Australian Open,2007-01-18,Grand Slam,Outdoor,Hard,2nd Round,3,Molik A.,Kanepi K.,141.0,77.0,198.75,344.5,1.0,6.0,6.0,3.0,6.0,2.0,2.0,1.0,Completed,1.5,2.5,1.0,0.0,64.0,1.0,3.0,13.0,11.0,24.0,4.0,218.0,1
5,Melbourne,Australian Open,2007-01-18,Grand Slam,Outdoor,Hard,2nd Round,3,Safina D.,Fedossova Y.,10.0,148.0,1475.0,188.25,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.06,8.0,0.0,0.0,138.0,6.94,2.0,12.0,5.0,17.0,9.06,158.0,1
5,Melbourne,Australian Open,2007-01-18,Grand Slam,Outdoor,Hard,2nd Round,3,Ivanovic A.,Radwanska A.,14.0,59.0,1108.0,399.25,6.0,2.0,3.0,6.0,6.0,2.0,2.0,1.0,Completed,1.14,5.0,0.0,0.0,45.0,3.86,3.0,15.0,10.0,25.0,6.14,73.0,1
5,Melbourne,Australian Open,2007-01-18,Grand Slam,Outdoor,Hard,2nd Round,3,Schnyder P.,Peng S.,9.0,52.0,1578.0,433.0,7.0,5.0,6.0,3.0,,,2.0,0.0,Completed,1.28,3.5,0.0,0.0,43.0,2.22,2.0,13.0,8.0,21.0,4.78,61.0,1
5,Melbourne,Australian Open,2007-01-18,Grand Slam,Outdoor,Hard,2nd Round,3,Sharapova M.,Rodionova A.,2.0,100.0,3532.0,287.75,6.0,0.0,6.0,3.0,,,2.0,0.0,Completed,1.03,11.0,0.0,0.0,98.0,9.97,2.0,12.0,3.0,15.0,12.03,102.0,1
5,Melbourne,Australian Open,2007-01-18,Grand Slam,Outdoor,Hard,2nd Round,3,Kostanic J.,Stosur S.,67.0,27.0,378.25,714.0,6.0,4.0,2.0,6.0,6.0,2.0,2.0,1.0,Completed,3.75,1.25,1.0,1.0,40.0,2.5,3.0,14.0,12.0,26.0,5.0,94.0,1
5,Melbourne,Australian Open,2007-01-19,Grand Slam,Outdoor,Hard,3rd Round,3,Williams S.,Petrova N.,81.0,6.0,331.0,2141.0,1.0,6.0,7.0,5.0,6.0,3.0,2.0,1.0,Completed,2.5,1.5,1.0,1.0,75.0,1.0,3.0,14.0,14.0,28.0,4.0,87.0,1
5,Melbourne,Australian Open,2007-01-19,Grand Slam,Outdoor,Hard,3rd Round,3,Kuznetsova S.,Kirilenko M.,4.0,28.0,2510.0,609.0,6.0,1.0,6.0,4.0,,,2.0,0.0,Completed,1.12,5.5,0.0,0.0,24.0,4.38,2.0,12.0,5.0,17.0,6.62,32.0,1
5,Melbourne,Australian Open,2007-01-19,Grand Slam,Outdoor,Hard,3rd Round,3,Peer S.,Golovin T.,17.0,23.0,961.0,862.0,3.0,6.0,7.0,5.0,7.0,5.0,2.0,1.0,Completed,1.83,1.83,0.0,0.5,6.0,0.0,3.0,17.0,16.0,33.0,3.66,40.0,1
5,Melbourne,Australian Open,2007-01-19,Grand Slam,Outdoor,Hard,3rd Round,3,Vaidisova N.,Srebotnik K.,12.0,22.0,1428.0,875.0,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,1.16,4.5,0.0,0.0,10.0,3.34,2.0,12.0,8.0,20.0,5.66,34.0,1
5,Melbourne,Australian Open,2007-01-20,Grand Slam,Outdoor,Hard,3rd Round,3,Zvonareva V.,Ivanovic A.,24.0,14.0,794.0,1108.0,6.0,1.0,6.0,2.0,,,2.0,0.0,Completed,2.25,1.57,1.0,1.0,10.0,0.6799999999999999,2.0,12.0,3.0,15.0,3.82,38.0,1
5,Melbourne,Australian Open,2007-01-20,Grand Slam,Outdoor,Hard,3rd Round,3,Schnyder P.,Molik A.,9.0,141.0,1578.0,198.75,3.0,6.0,6.0,2.0,6.0,0.0,2.0,1.0,Completed,1.39,2.75,0.0,0.0,132.0,1.36,3.0,15.0,8.0,23.0,4.14,150.0,1
5,Melbourne,Australian Open,2007-01-21,Grand Slam,Outdoor,Hard,3rd Round,3,Hantuchova D.,Harkleroad A.,18.0,88.0,944.0,317.0,6.0,7.0,7.0,5.0,6.0,3.0,2.0,1.0,Completed,1.39,2.75,0.0,0.0,70.0,1.36,3.0,19.0,15.0,34.0,4.14,106.0,1
5,Melbourne,Australian Open,2007-01-21,Grand Slam,Outdoor,Hard,3rd Round,3,Li N.,Safina D.,16.0,10.0,968.0,1475.0,6.0,2.0,6.0,2.0,,,2.0,0.0,Completed,2.1,1.66,1.0,1.0,6.0,0.4400000000000001,2.0,12.0,4.0,16.0,3.76,26.0,1
5,Melbourne,Australian Open,2007-01-21,Grand Slam,Outdoor,Hard,3rd Round,3,Chakvetadze A.,Kostanic J.,13.0,67.0,1258.0,378.25,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,1.16,4.5,0.0,0.0,54.0,3.34,2.0,12.0,8.0,20.0,5.66,80.0,1
5,Melbourne,Australian Open,2007-01-21,Grand Slam,Outdoor,Hard,4th Round,3,Peer S.,Kuznetsova S.,17.0,4.0,961.0,2510.0,6.0,4.0,6.0,2.0,,,2.0,0.0,Completed,3.0,1.36,1.0,1.0,13.0,1.64,2.0,12.0,6.0,18.0,4.36,21.0,1
5,Melbourne,Australian Open,2007-01-21,Grand Slam,Outdoor,Hard,4th Round,3,Vaidisova N.,Dementieva E.,12.0,8.0,1428.0,1875.0,6.0,3.0,6.0,3.0,,,2.0,0.0,Completed,1.57,2.25,1.0,0.0,4.0,0.6799999999999999,2.0,12.0,6.0,18.0,3.82,20.0,1
5,Melbourne,Australian Open,2007-01-21,Grand Slam,Outdoor,Hard,4th Round,3,Williams S.,Jankovic J.,81.0,11.0,331.0,1456.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,2.75,1.39,1.0,1.0,70.0,1.36,2.0,12.0,5.0,17.0,4.14,92.0,1
5,Melbourne,Australian Open,2007-01-22,Grand Slam,Outdoor,Hard,4th Round,3,Chakvetadze A.,Schnyder P.,13.0,9.0,1258.0,1578.0,6.0,4.0,6.0,1.0,,,2.0,0.0,Completed,1.8,1.9,1.0,0.0,4.0,0.0999999999999998,2.0,12.0,5.0,17.0,3.7,22.0,1
5,Melbourne,Australian Open,2007-01-22,Grand Slam,Outdoor,Hard,4th Round,3,Sharapova M.,Zvonareva V.,2.0,24.0,3532.0,794.0,7.0,5.0,6.0,4.0,,,2.0,0.0,Completed,1.14,5.0,0.0,0.0,22.0,3.86,2.0,13.0,9.0,22.0,6.14,26.0,1
5,Melbourne,Australian Open,2007-01-23,Grand Slam,Outdoor,Hard,Quarterfinals,3,Vaidisova N.,Safarova L.,12.0,70.0,1428.0,370.0,6.0,1.0,6.0,4.0,,,2.0,0.0,Completed,1.33,3.25,0.0,0.0,58.0,1.92,2.0,12.0,5.0,17.0,4.58,82.0,1
5,Melbourne,Australian Open,2007-01-23,Grand Slam,Outdoor,Hard,Quarterfinals,3,Williams S.,Peer S.,81.0,17.0,331.0,961.0,3.0,6.0,6.0,2.0,8.0,6.0,2.0,1.0,Completed,1.39,2.75,1.0,0.0,64.0,1.36,3.0,17.0,14.0,31.0,4.14,98.0,1
5,Melbourne,Australian Open,2007-01-25,Grand Slam,Outdoor,Hard,Semifinals,3,Williams S.,Vaidisova N.,81.0,12.0,331.0,1428.0,7.0,6.0,6.0,4.0,,,2.0,0.0,Completed,2.0,1.8,1.0,1.0,69.0,0.1999999999999999,2.0,13.0,10.0,23.0,3.8,93.0,1
5,Melbourne,Australian Open,2007-01-25,Grand Slam,Outdoor,Hard,Semifinals,3,Sharapova M.,Clijsters K.,2.0,5.0,3532.0,2441.0,6.0,4.0,6.0,2.0,,,2.0,0.0,Completed,1.9,1.9,0.0,0.5,3.0,0.0,2.0,12.0,6.0,18.0,3.8,7.0,1
5,Melbourne,Australian Open,2007-01-27,Grand Slam,Outdoor,Hard,The Final,3,Williams S.,Sharapova M.,81.0,2.0,331.0,3532.0,6.0,1.0,6.0,2.0,,,2.0,0.0,Completed,2.87,1.39,1.0,1.0,79.0,1.4800000000000002,2.0,12.0,3.0,15.0,4.26,83.0,1
6,Tokyo,Toray Pan Pacific Open,2007-01-30,Tier 1,Indoor,Carpet,1st Round,3,Vinci R.,Hantuchova D.,119.0,18.0,260.0,988.0,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,4.0,1.19,1.0,1.0,101.0,2.81,2.0,12.0,8.0,20.0,5.19,137.0,1
6,Tokyo,Toray Pan Pacific Open,2007-01-30,Tier 1,Indoor,Carpet,1st Round,3,Schiavone F.,Takao E.,25.0,136.0,860.0,216.25,7.0,5.0,7.0,5.0,,,2.0,0.0,Completed,1.14,5.0,0.0,0.0,111.0,3.86,2.0,14.0,10.0,24.0,6.14,161.0,1
6,Tokyo,Toray Pan Pacific Open,2007-01-31,Tier 1,Indoor,Carpet,1st Round,3,Zheng J.,Mattek B.,33.0,128.0,589.75,226.25,6.0,2.0,6.0,1.0,,,2.0,0.0,Completed,1.39,2.75,0.0,0.0,95.0,1.36,2.0,12.0,3.0,15.0,4.14,161.0,1
6,Tokyo,Toray Pan Pacific Open,2007-01-31,Tier 1,Indoor,Carpet,1st Round,3,Likhovtseva E.,Dulko G.,58.0,51.0,415.0,437.75,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.8,1.9,1.0,0.0,7.0,0.0999999999999998,2.0,12.0,5.0,17.0,3.7,109.0,1
6,Tokyo,Toray Pan Pacific Open,2007-01-31,Tier 1,Indoor,Carpet,1st Round,3,Stosur S.,Zvonareva V.,27.0,21.0,678.0,932.0,6.0,4.0,6.0,7.0,6.0,4.0,2.0,1.0,Completed,3.0,1.33,1.0,1.0,6.0,1.67,3.0,18.0,15.0,33.0,4.33,48.0,1
6,Tokyo,Toray Pan Pacific Open,2007-01-31,Tier 1,Indoor,Carpet,1st Round,3,Kirilenko M.,Peer S.,30.0,15.0,637.0,1209.0,6.0,2.0,6.0,3.0,,,2.0,0.0,Completed,3.5,1.25,1.0,1.0,15.0,2.25,2.0,12.0,5.0,17.0,4.75,45.0,1
6,Tokyo,Toray Pan Pacific Open,2007-01-31,Tier 1,Indoor,Carpet,2nd Round,3,Hingis M.,Pratt N.,6.0,65.0,2139.0,397.75,6.0,1.0,7.0,5.0,,,2.0,0.0,Completed,1.04,9.0,0.0,0.0,59.0,7.96,2.0,13.0,6.0,19.0,10.04,71.0,1
6,Tokyo,Toray Pan Pacific Open,2007-02-01,Tier 1,Indoor,Carpet,2nd Round,3,Jankovic J.,Zheng J.,10.0,33.0,1558.0,589.75,6.0,4.0,6.0,0.0,,,2.0,0.0,Completed,1.19,4.0,0.0,0.0,23.0,2.81,2.0,12.0,4.0,16.0,5.19,43.0,2
6,Tokyo,Toray Pan Pacific Open,2007-02-01,Tier 1,Indoor,Carpet,2nd Round,3,Vinci R.,Bremond S.,119.0,39.0,260.0,540.0,6.0,3.0,6.0,0.0,,,2.0,0.0,Completed,1.83,1.83,1.0,0.5,80.0,0.0,2.0,12.0,3.0,15.0,3.66,158.0,2
6,Tokyo,Toray Pan Pacific Open,2007-02-01,Tier 1,Indoor,Carpet,2nd Round,3,Ivanovic A.,Santangelo M.,16.0,41.0,1160.0,523.5,4.0,6.0,6.0,1.0,6.0,2.0,2.0,1.0,Completed,1.16,4.5,0.0,0.0,25.0,3.34,3.0,16.0,9.0,25.0,5.66,57.0,2
6,Tokyo,Toray Pan Pacific Open,2007-02-01,Tier 1,Indoor,Carpet,2nd Round,3,Sugiyama A.,Kirilenko M.,26.0,30.0,788.0,637.0,3.0,6.0,6.0,1.0,6.0,3.0,2.0,1.0,Completed,1.83,1.83,0.0,0.5,4.0,0.0,3.0,15.0,10.0,25.0,3.66,56.0,2
6,Tokyo,Toray Pan Pacific Open,2007-02-01,Tier 1,Indoor,Carpet,2nd Round,3,Stosur S.,Li N.,27.0,17.0,678.0,1106.0,6.0,2.0,6.0,4.0,,,2.0,0.0,Completed,2.75,1.39,1.0,1.0,10.0,1.36,2.0,12.0,6.0,18.0,4.14,44.0,2
6,Tokyo,Toray Pan Pacific Open,2007-02-02,Tier 1,Indoor,Carpet,Quarterfinals,3,Sharapova M.,Sugiyama A.,1.0,26.0,3918.0,788.0,4.0,6.0,6.0,0.0,6.0,1.0,2.0,1.0,Completed,1.1,6.5,0.0,0.0,25.0,5.4,3.0,16.0,7.0,23.0,7.6,27.0,2
6,Tokyo,Toray Pan Pacific Open,2007-02-02,Tier 1,Indoor,Carpet,Quarterfinals,3,Ivanovic A.,Jankovic J.,16.0,10.0,1160.0,1558.0,3.0,6.0,6.0,4.0,6.0,2.0,2.0,1.0,Completed,2.62,1.44,1.0,1.0,6.0,1.1800000000000002,3.0,15.0,12.0,27.0,4.0600000000000005,26.0,2
6,Tokyo,Toray Pan Pacific Open,2007-02-02,Tier 1,Indoor,Carpet,Quarterfinals,3,Hingis M.,Stosur S.,6.0,27.0,2139.0,678.0,6.0,0.0,6.0,1.0,,,2.0,0.0,Completed,1.19,4.33,0.0,0.0,21.0,3.14,2.0,12.0,1.0,13.0,5.52,33.0,2
6,Tokyo,Toray Pan Pacific Open,2007-02-02,Tier 1,Indoor,Carpet,Quarterfinals,3,Dementieva E.,Vinci R.,8.0,119.0,2013.0,260.0,6.0,1.0,6.0,2.0,,,2.0,0.0,Completed,1.22,4.0,0.0,0.0,111.0,2.78,2.0,12.0,3.0,15.0,5.22,127.0,2
6,Tokyo,Toray Pan Pacific Open,2007-02-03,Tier 1,Indoor,Carpet,Semifinals,3,Hingis M.,Dementieva E.,6.0,8.0,2139.0,2013.0,6.0,4.0,6.0,3.0,,,2.0,0.0,Completed,1.53,2.37,0.0,0.0,2.0,0.8400000000000001,2.0,12.0,7.0,19.0,3.9,14.0,2
6,Tokyo,Toray Pan Pacific Open,2007-02-04,Tier 1,Indoor,Carpet,The Final,3,Hingis M.,Ivanovic A.,6.0,16.0,2139.0,1160.0,6.0,4.0,6.0,2.0,,,2.0,0.0,Completed,1.53,2.37,0.0,0.0,10.0,0.8400000000000001,2.0,12.0,6.0,18.0,3.9,22.0,2
7,Paris,Open Gaz de France,2007-02-05,Tier 2,Indoor,Carpet,1st Round,3,Safina D.,Krajicek M.,12.0,70.0,1527.0,388.0,6.0,4.0,7.0,5.0,,,2.0,0.0,Completed,1.16,4.5,0.0,0.0,58.0,3.34,2.0,13.0,9.0,22.0,5.66,82.0,2
7,Paris,Open Gaz de France,2007-02-05,Tier 2,Indoor,Carpet,1st Round,3,Loit E.,Daniilidou E.,46.0,39.0,463.5,556.75,7.0,6.0,6.0,7.0,6.0,4.0,2.0,1.0,Completed,1.72,2.0,1.0,0.0,7.0,0.28,3.0,19.0,17.0,36.0,3.72,85.0,2
7,Paris,Open Gaz de France,2007-02-06,Tier 2,Indoor,Carpet,1st Round,3,Muller M.,Radwanska A.,37.0,47.0,567.0,457.75,6.0,1.0,6.0,0.0,,,2.0,0.0,Completed,2.75,1.39,0.0,1.0,10.0,1.36,2.0,12.0,1.0,13.0,4.14,84.0,2
7,Paris,Open Gaz de France,2007-02-06,Tier 2,Indoor,Carpet,1st Round,3,Srebotnik K.,Cohen Aloro S.,23.0,147.0,905.0,204.0,6.0,1.0,6.0,4.0,,,2.0,0.0,Completed,1.22,4.0,0.0,0.0,124.0,2.78,2.0,12.0,5.0,17.0,5.22,170.0,2
7,Paris,Open Gaz de France,2007-02-06,Tier 2,Indoor,Carpet,1st Round,3,Dechy N.,Garbin T.,53.0,28.0,435.0,670.75,6.0,2.0,6.0,3.0,,,2.0,0.0,Completed,1.83,1.83,1.0,0.5,25.0,0.0,2.0,12.0,5.0,17.0,3.66,81.0,2
7,Paris,Open Gaz de France,2007-02-06,Tier 2,Indoor,Carpet,1st Round,3,Vaidisova N.,Rezai A.,9.0,43.0,1708.0,481.0,6.0,2.0,6.0,1.0,,,2.0,0.0,Completed,1.08,7.0,0.0,0.0,34.0,5.92,2.0,12.0,3.0,15.0,8.08,52.0,2
7,Paris,Open Gaz de France,2007-02-07,Tier 2,Indoor,Carpet,1st Round,3,Chakvetadze A.,Poutchkova O.,13.0,35.0,1470.0,584.5,6.0,2.0,6.0,0.0,,,2.0,0.0,Completed,1.14,5.0,0.0,0.0,22.0,3.86,2.0,12.0,2.0,14.0,6.14,48.0,2
7,Paris,Open Gaz de France,2007-02-07,Tier 2,Indoor,Carpet,2nd Round,3,Henin J.,Loit E.,2.0,46.0,3311.0,463.5,3.0,6.0,6.0,2.0,6.0,2.0,2.0,1.0,Completed,1.05,8.5,0.0,0.0,44.0,7.45,3.0,15.0,10.0,25.0,9.55,48.0,2
7,Paris,Open Gaz de France,2007-02-07,Tier 2,Indoor,Carpet,2nd Round,3,Kuznetsova S.,Srebotnik K.,5.0,23.0,2554.0,905.0,6.0,7.0,6.0,4.0,7.0,6.0,2.0,1.0,Completed,1.39,2.75,0.0,0.0,18.0,1.36,3.0,19.0,17.0,36.0,4.14,28.0,2
7,Paris,Open Gaz de France,2007-02-08,Tier 2,Indoor,Carpet,2nd Round,3,Petrova N.,Muller M.,7.0,37.0,2057.0,567.0,6.0,1.0,6.0,2.0,,,2.0,0.0,Completed,1.04,9.0,0.0,0.0,30.0,7.96,2.0,12.0,3.0,15.0,10.04,44.0,2
7,Paris,Open Gaz de France,2007-02-08,Tier 2,Indoor,Carpet,2nd Round,3,Golovin T.,Bychkova E.,19.0,100.0,950.0,286.0,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,1.14,5.0,0.0,0.0,81.0,3.86,2.0,12.0,8.0,20.0,6.14,119.0,2
7,Paris,Open Gaz de France,2007-02-08,Tier 2,Indoor,Carpet,2nd Round,3,Mauresmo A.,Dechy N.,3.0,53.0,2900.0,435.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.1,6.5,0.0,0.0,50.0,5.4,2.0,12.0,5.0,17.0,7.6,56.0,2
7,Paris,Open Gaz de France,2007-02-09,Tier 2,Indoor,Carpet,Quarterfinals,3,Petrova N.,Safina D.,7.0,12.0,2057.0,1527.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.28,3.5,0.0,0.0,5.0,2.22,2.0,12.0,5.0,17.0,4.78,19.0,2
7,Paris,Open Gaz de France,2007-02-09,Tier 2,Indoor,Carpet,Quarterfinals,3,Safarova L.,Kuznetsova S.,32.0,5.0,618.0,2554.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,2.37,1.53,1.0,1.0,27.0,0.8400000000000001,2.0,12.0,7.0,19.0,3.9,37.0,2
7,Paris,Open Gaz de France,2007-02-09,Tier 2,Indoor,Carpet,Quarterfinals,3,Mauresmo A.,Chakvetadze A.,3.0,13.0,2900.0,1470.0,7.0,6.0,7.0,5.0,,,2.0,0.0,Completed,1.39,2.75,0.0,0.0,10.0,1.36,2.0,14.0,11.0,25.0,4.14,16.0,2
7,Paris,Open Gaz de France,2007-02-11,Tier 2,Indoor,Carpet,The Final,3,Petrova N.,Safarova L.,7.0,32.0,2057.0,618.0,4.0,6.0,6.0,1.0,6.0,4.0,2.0,1.0,Completed,1.66,2.1,0.0,0.0,25.0,0.4400000000000001,3.0,16.0,11.0,27.0,3.76,39.0,2
8,Pattaya,Pattaya Women's Open,2007-02-06,Tier 4,Outdoor,Hard,1st Round,3,Nakamura A.,Lertcheewakarn N.,56.0,891.0,416.0,8.25,3.0,6.0,6.0,3.0,6.0,1.0,2.0,1.0,Completed,1.16,4.5,0.0,0.0,835.0,3.34,3.0,15.0,10.0,25.0,5.66,947.0,2
8,Pattaya,Pattaya Women's Open,2007-02-06,Tier 4,Outdoor,Hard,1st Round,3,Kudryavtseva A.,Yuan M.,95.0,151.0,301.25,193.0,1.0,6.0,6.0,1.0,6.0,3.0,2.0,1.0,Completed,1.9,1.8,0.0,1.0,56.0,0.0999999999999998,3.0,13.0,10.0,23.0,3.7,246.0,2
8,Pattaya,Pattaya Women's Open,2007-02-06,Tier 4,Outdoor,Hard,1st Round,3,Dulko G.,Sun T.T.,52.0,80.0,437.75,341.0,6.0,4.0,6.0,1.0,,,2.0,0.0,Completed,1.57,2.25,0.0,0.0,28.0,0.6799999999999999,2.0,12.0,5.0,17.0,3.82,132.0,2
8,Pattaya,Pattaya Women's Open,2007-02-06,Tier 4,Outdoor,Hard,1st Round,3,Oprandi R.,Savchuk O.,57.0,153.0,416.0,191.25,3.0,6.0,6.0,4.0,7.0,5.0,2.0,1.0,Completed,1.53,2.37,0.0,0.0,96.0,0.8400000000000001,3.0,16.0,15.0,31.0,3.9,210.0,2
8,Pattaya,Pattaya Women's Open,2007-02-06,Tier 4,Outdoor,Hard,1st Round,3,Bartoli M.,Llagostera Vives N.,25.0,345.0,886.0,57.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,1.2,4.0,0.0,0.0,320.0,2.8,2.0,12.0,7.0,19.0,5.2,370.0,2
8,Pattaya,Pattaya Women's Open,2007-02-06,Tier 4,Outdoor,Hard,1st Round,3,Bammer S.,Bardina V.,61.0,55.0,404.25,430.5,6.0,1.0,6.0,4.0,,,2.0,0.0,Completed,2.1,1.66,1.0,1.0,6.0,0.4400000000000001,2.0,12.0,5.0,17.0,3.76,116.0,2
8,Pattaya,Pattaya Women's Open,2007-02-06,Tier 4,Outdoor,Hard,1st Round,3,Tanasugarn T.,Chan Y.J.,86.0,84.0,335.75,337.5,6.0,2.0,5.0,7.0,6.0,4.0,2.0,1.0,Completed,2.0,1.72,1.0,1.0,2.0,0.28,3.0,17.0,13.0,30.0,3.72,170.0,2
8,Pattaya,Pattaya Women's Open,2007-02-06,Tier 4,Outdoor,Hard,1st Round,3,King V.,Kostanic J.,65.0,59.0,392.0,406.25,6.0,1.0,6.0,3.0,,,2.0,0.0,Completed,1.9,1.8,1.0,1.0,6.0,0.0999999999999998,2.0,12.0,4.0,16.0,3.7,124.0,2
8,Pattaya,Pattaya Women's Open,2007-02-07,Tier 4,Outdoor,Hard,2nd Round,3,Santangelo M.,Kudryavtseva A.,38.0,95.0,565.0,301.25,6.0,2.0,6.0,4.0,,,2.0,0.0,Completed,1.33,3.0,0.0,0.0,57.0,1.67,2.0,12.0,6.0,18.0,4.33,133.0,2
8,Pattaya,Pattaya Women's Open,2007-02-07,Tier 4,Outdoor,Hard,2nd Round,3,Peng S.,Oprandi R.,42.0,57.0,491.0,416.0,6.0,7.0,6.0,1.0,6.0,3.0,2.0,1.0,Completed,1.4,2.75,0.0,0.0,15.0,1.35,3.0,18.0,11.0,29.0,4.15,99.0,2
8,Pattaya,Pattaya Women's Open,2007-02-09,Tier 4,Outdoor,Hard,Quarterfinals,3,Bammer S.,Sucha M.,61.0,98.0,404.25,289.5,3.0,6.0,6.0,3.0,6.0,3.0,2.0,1.0,Completed,1.72,2.0,0.0,0.0,37.0,0.28,3.0,15.0,12.0,27.0,3.72,159.0,2
8,Pattaya,Pattaya Women's Open,2007-02-09,Tier 4,Outdoor,Hard,Quarterfinals,3,Dulko G.,Pratt N.,52.0,45.0,437.75,467.25,6.0,2.0,6.0,3.0,,,2.0,0.0,Completed,2.25,1.57,1.0,1.0,7.0,0.6799999999999999,2.0,12.0,5.0,17.0,3.82,97.0,2
9,Antwerp,Proximus Diamond Games,2007-02-12,Tier 2,Indoor,Hard,1st Round,3,Krajicek M.,Muller M.,66.0,34.0,388.0,596.25,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.57,2.25,1.0,0.0,32.0,0.6799999999999999,2.0,12.0,5.0,17.0,3.82,100.0,2
9,Antwerp,Proximus Diamond Games,2007-02-12,Tier 2,Indoor,Hard,1st Round,3,Schnyder P.,Flipkens K.,13.0,108.0,1505.0,266.25,6.0,4.0,6.0,1.0,,,2.0,0.0,Completed,1.12,5.5,0.0,0.0,95.0,4.38,2.0,12.0,5.0,17.0,6.62,121.0,2
9,Antwerp,Proximus Diamond Games,2007-02-13,Tier 2,Indoor,Hard,1st Round,3,Golovin T.,Srebotnik K.,20.0,22.0,932.0,920.0,6.0,0.0,6.0,2.0,,,2.0,0.0,Completed,1.39,2.75,0.0,0.0,2.0,1.36,2.0,12.0,2.0,14.0,4.14,42.0,2
